Pos,T,H2,O2,N2,H2O,Q
1.462812500000e-02,9.267891613681e+02,7.265009147255e-04,1.838100462770e-01,7.587433880736e-01,5.625501564732e-02,1.543116002104e+06
1.463125000000e-02,9.273328082497e+02,7.244929929129e-04,1.837643160305e-01,7.587477049899e-01,5.629814101311e-02,1.569231624281e+06
1.463437500000e-02,9.278765075389e+02,7.224858218265e-04,1.837185770796e-01,7.587520319404e-01,5.634126897766e-02,1.595693848602e+06
1.463750000000e-02,9.284202556170e+02,7.204794111167e-04,1.836728297371e-01,7.587563688964e-01,5.638439930076e-02,1.622504784553e+06
1.464062500000e-02,9.289640488204e+02,7.184737705643e-04,1.836270743193e-01,7.587607158285e-01,5.642753173876e-02,1.649666492899e+06
1.464375000000e-02,9.295078834397e+02,7.164689100817e-04,1.835813111463e-01,7.587650727069e-01,5.647066604447e-02,1.677180984097e+06
1.464687500000e-02,9.300517557200e+02,7.144648397134e-04,1.835355405418e-01,7.587694395008e-01,5.651380196717e-02,1.705050216707e+06
1.465000000000e-02,9.305956618602e+02,7.124615696372e-04,1.834897628332e-01,7.587738161789e-01,5.655693925261e-02,1.733276095802e+06
1.465312500000e-02,9.311395980133e+02,7.104591101648e-04,1.834439783515e-01,7.587782027094e-01,5.660007764293e-02,1.761860471379e+06
1.465625000000e-02,9.316835602857e+02,7.084574717424e-04,1.833981874317e-01,7.587825990594e-01,5.664321687669e-02,1.790805136766e+06
1.465937500000e-02,9.322275447375e+02,7.064566649516e-04,1.833523904123e-01,7.587870051955e-01,5.668635668879e-02,1.820111827036e+06
1.466250000000e-02,9.327715473818e+02,7.044567005103e-04,1.833065876355e-01,7.587914210838e-01,5.672949681052e-02,1.849782217417e+06
1.466562500000e-02,9.333155641852e+02,7.024575892729e-04,1.832607794474e-01,7.587958466894e-01,5.677263696945e-02,1.879817921715e+06
1.466875000000e-02,9.338595910667e+02,7.004593422315e-04,1.832149661979e-01,7.588002819768e-01,5.681577688949e-02,1.910220490729e+06
1.467187500000e-02,9.344036238986e+02,6.984619705165e-04,1.831691482404e-01,7.588047269097e-01,5.685891629080e-02,1.940991410684e+06
1.467500000000e-02,9.349476585055e+02,6.964654853967e-04,1.831233259324e-01,7.588091814512e-01,5.690205488982e-02,1.972132101663e+06
1.467812500000e-02,9.354916906647e+02,6.944698982808e-04,1.830774996349e-01,7.588136455636e-01,5.694519239923e-02,2.003643916051e+06
1.468125000000e-02,9.360357161057e+02,6.924752207170e-04,1.830316697130e-01,7.588181192083e-01,5.698832852791e-02,2.035528136984e+06
1.468437500000e-02,9.365797305103e+02,6.904814643946e-04,1.829858365352e-01,7.588226023462e-01,5.703146298097e-02,2.067785976813e+06
1.468750000000e-02,9.371237295125e+02,6.884886411437e-04,1.829400004742e-01,7.588270949373e-01,5.707459545967e-02,2.100418575578e+06
1.469062500000e-02,9.376677086983e+02,6.864967629362e-04,1.828941619063e-01,7.588315969409e-01,5.711772566146e-02,2.133426999491e+06
1.469375000000e-02,9.382116636056e+02,6.845058418860e-04,1.828483212116e-01,7.588361083153e-01,5.716085327993e-02,2.166812239438e+06
1.469687500000e-02,9.387555897244e+02,6.825158902499e-04,1.828024787741e-01,7.588406290185e-01,5.720397800479e-02,2.200575209491e+06
1.470000000000e-02,9.392994824962e+02,6.805269204276e-04,1.827566349816e-01,7.588451590072e-01,5.724709952187e-02,2.234716745440e+06
1.470312500000e-02,9.398433373144e+02,6.785389449623e-04,1.827107902257e-01,7.588496982376e-01,5.729021751311e-02,2.269237603343e+06
1.470625000000e-02,9.403871495241e+02,6.765519765411e-04,1.826649449020e-01,7.588542466650e-01,5.733333165653e-02,2.304138458086e+06
1.470937500000e-02,9.409309144220e+02,6.745660279955e-04,1.826190994096e-01,7.588588042440e-01,5.737644162622e-02,2.339419901975e+06
1.471250000000e-02,9.414746272565e+02,6.725811123014e-04,1.825732541518e-01,7.588633709282e-01,5.741954709233e-02,2.375082443337e+06
1.471562500000e-02,9.420182832277e+02,6.705972425798e-04,1.825274095355e-01,7.588679466707e-01,5.746264772106e-02,2.411126505154e+06
1.471875000000e-02,9.425618774872e+02,6.686144320966e-04,1.824815659715e-01,7.588725314233e-01,5.750574317464e-02,2.447552423708e+06
1.472187500000e-02,9.431054051382e+02,6.666326942636e-04,1.824357238745e-01,7.588771251375e-01,5.754883311134e-02,2.484360447262e+06
1.472500000000e-02,9.436488612357e+02,6.646520426377e-04,1.823898836630e-01,7.588817277636e-01,5.759191718544e-02,2.521550734760e+06
1.472812500000e-02,9.441922407863e+02,6.626724909221e-04,1.823440457592e-01,7.588863392513e-01,5.763499504723e-02,2.559123354552e+06
1.473125000000e-02,9.447355387483e+02,6.606940529658e-04,1.822982105894e-01,7.588909595492e-01,5.767806634300e-02,2.597078283152e+06
1.473437500000e-02,9.452787500320e+02,6.587167427640e-04,1.822523785836e-01,7.588955886052e-01,5.772113071504e-02,2.635415404022e+06
1.473750000000e-02,9.458218694992e+02,6.567405744580e-04,1.822065501755e-01,7.589002263664e-01,5.776418780162e-02,2.674134506386e+06
1.474062500000e-02,9.463648919641e+02,6.547655623355e-04,1.821607258029e-01,7.589048727791e-01,5.780723723701e-02,2.713235284074e+06
1.474375000000e-02,9.469078121925e+02,6.527917208304e-04,1.821149059071e-01,7.589095277884e-01,5.785027865145e-02,2.752717334404e+06
1.474687500000e-02,9.474506249026e+02,6.508190645231e-04,1.820690909337e-01,7.589141913389e-01,5.789331167116e-02,2.792580157086e+06
1.475000000000e-02,9.479933247648e+02,6.488476081402e-04,1.820232813315e-01,7.589188633741e-01,5.793633591833e-02,2.832823153175e+06
1.475312500000e-02,9.485359064019e+02,6.468773665544e-04,1.819774775536e-01,7.589235438368e-01,5.797935101114e-02,2.873445624046e+06
1.475625000000e-02,9.490783643893e+02,6.449083547844e-04,1.819316800566e-01,7.589282326687e-01,5.802235656373e-02,2.914446770412e+06
1.475937500000e-02,9.496206932551e+02,6.429405879952e-04,1.818858893011e-01,7.589329298110e-01,5.806535218624e-02,2.955825691383e+06
1.476250000000e-02,9.501628874802e+02,6.409740814972e-04,1.818401057513e-01,7.589376352035e-01,5.810833748475e-02,2.997581383553e+06
1.476562500000e-02,9.507049414985e+02,6.390088507465e-04,1.817943298754e-01,7.589423487855e-01,5.815131206135e-02,3.039712740138e+06
1.476875000000e-02,9.512468496975e+02,6.370449113446e-04,1.817485621452e-01,7.589470704953e-01,5.819427551412e-02,3.082218550146e+06
1.477187500000e-02,9.517886064178e+02,6.350822790377e-04,1.817028030362e-01,7.589518002702e-01,5.823722743711e-02,3.125097497594e+06
1.477500000000e-02,9.523302059540e+02,6.331209697170e-04,1.816570530277e-01,7.589565380468e-01,5.828016742038e-02,3.168348160759e+06
1.477812500000e-02,9.528716425543e+02,6.311609994178e-04,1.816113126029e-01,7.589612837605e-01,5.832309505000e-02,3.211969011488e+06
1.478125000000e-02,9.534129104215e+02,6.292023843195e-04,1.815655822486e-01,7.589660373462e-01,5.836600990804e-02,3.255958414533e+06
1.478437500000e-02,9.539540037126e+02,6.272451407448e-04,1.815198624551e-01,7.589707987376e-01,5.840891157260e-02,3.300314626943e+06
1.478750000000e-02,9.544949165394e+02,6.252892851594e-04,1.814741537167e-01,7.589755678675e-01,5.845179961782e-02,3.345035797501e+06
1.479062500000e-02,9.550356429689e+02,6.233348341717e-04,1.814284565313e-01,7.589803446679e-01,5.849467361386e-02,3.390119966201e+06
1.479375000000e-02,9.555761770231e+02,6.213818045317e-04,1.813827714003e-01,7.589851290698e-01,5.853753312698e-02,3.435565063782e+06
1.479687500000e-02,9.561165126801e+02,6.194302131310e-04,1.813370988290e-01,7.589899210034e-01,5.858037771947e-02,3.481368911297e+06
1.480000000000e-02,9.566566438737e+02,6.174800770016e-04,1.812914393260e-01,7.589947203979e-01,5.862320694974e-02,3.527529219744e+06
1.480312500000e-02,9.571965644942e+02,6.155314133159e-04,1.812457934039e-01,7.589995271815e-01,5.866602037229e-02,3.574043589740e+06
1.480625000000e-02,9.577362683887e+02,6.135842393852e-04,1.812001615786e-01,7.590043412817e-01,5.870881753773e-02,3.620909511240e+06
1.480937500000e-02,9.582757493611e+02,6.116385726596e-04,1.811545443696e-01,7.590091626249e-01,5.875159799283e-02,3.668124363321e+06
1.481250000000e-02,9.588150011731e+02,6.096944307268e-04,1.811089423002e-01,7.590139911367e-01,5.879436128051e-02,3.715685414000e+06
1.481562500000e-02,9.593540175442e+02,6.077518313115e-04,1.810633558968e-01,7.590188267416e-01,5.883710693987e-02,3.763589820116e+06
1.481875000000e-02,9.598927921522e+02,6.058107922744e-04,1.810177856898e-01,7.590236693634e-01,5.887983450622e-02,3.811834627259e+06
1.482187500000e-02,9.604313186338e+02,6.038713316113e-04,1.809722322127e-01,7.590285189248e-01,5.892254351108e-02,3.860416769754e+06
1.482500000000e-02,9.609695905847e+02,6.019334674520e-04,1.809266960026e-01,7.590333753477e-01,5.896523348224e-02,3.909333070697e+06
1.482812500000e-02,9.615076015605e+02,5.999972180597e-04,1.808811776000e-01,7.590382385531e-01,5.900790394376e-02,3.958580242043e+06
1.483125000000e-02,9.620453450766e+02,5.980626025920e-04,1.808356777796e-01,7.590431094287e-01,5.905055449129e-02,4.008154884759e+06
1.483750000000e-02,9.631200064815e+02,5.941983261763e-04,1.807447345924e-01,7.590528690435e-01,5.913579387565e-02,4.108271882297e+06
1.484375000000e-02,9.641935117551e+02,5.903408059180e-04,1.806538714935e-01,7.590626544284e-01,5.922094742941e-02,4.209655035611e+06
1.485000000000e-02,9.652658076148e+02,5.864901935779e-04,1.805630929530e-01,7.590724649107e-01,5.930601118690e-02,4.312273193812e+06
1.485625000000e-02,9.663368401914e+02,5.826466429142e-04,1.804724034930e-01,7.590822998037e-01,5.939098112635e-02,4.416093462197e+06
1.486250000000e-02,9.674065550477e+02,5.788103096382e-04,1.803818076863e-01,7.590921584058e-01,5.947585317098e-02,4.521081219316e+06
1.486875000000e-02,9.684748971977e+02,5.749813498392e-04,1.802913096760e-01,7.591020379818e-01,5.956062303179e-02,4.627200137438e+06
1.487187500000e-02,9.690085335094e+02,5.730696958761e-04,1.802460994269e-01,7.591069871545e-01,5.960296827105e-02,4.680671730853e+06
1.487500000000e-02,9.695418076949e+02,5.711599465144e-04,1.802009157291e-01,7.591119428364e-01,5.964528651704e-02,4.734411768938e+06
1.488125000000e-02,9.706072449138e+02,5.673462190355e-04,1.801106287534e-01,7.591218682727e-01,5.972983990423e-02,4.842677740094e+06
1.488750000000e-02,9.716711413797e+02,5.635403488516e-04,1.800204537196e-01,7.591318124059e-01,5.981427840183e-02,4.951955898108e+06
1.489062500000e-02,9.722024912768e+02,5.616404231813e-04,1.799754103272e-01,7.591367930268e-01,5.985645313981e-02,5.006960691391e+06
1.489375000000e-02,9.727334365095e+02,5.597425250356e-04,1.799303970825e-01,7.591417796054e-01,5.989859765494e-02,5.062202363805e+06
1.490000000000e-02,9.737940876777e+02,5.559528704864e-04,1.798404618224e-01,7.591517650531e-01,5.998279383281e-02,5.173375106095e+06
1.490625000000e-02,9.748530258770e+02,5.521715738293e-04,1.797506535530e-01,7.591617689066e-01,6.006686214914e-02,5.285426769237e+06
1.491250000000e-02,9.759101928854e+02,5.483988045151e-04,1.796609772107e-01,7.591717903538e-01,6.015079813722e-02,5.398309940676e+06
1.491875000000e-02,9.769655301140e+02,5.446347334351e-04,1.795714377710e-01,7.591818285697e-01,6.023459728892e-02,5.511975785849e+06
1.492500000000e-02,9.780189786332e+02,5.408795328518e-04,1.794820402470e-01,7.591918827167e-01,6.031825505658e-02,5.626374097623e+06
1.493125000000e-02,9.790704791991e+02,5.371333763265e-04,1.793927896876e-01,7.592019519447e-01,6.040176685491e-02,5.741453348537e+06
1.493750000000e-02,9.801199722808e+02,5.333964386445e-04,1.793036911762e-01,7.592120353912e-01,6.048512806297e-02,5.857160745719e+06
1.494375000000e-02,9.811673980877e+02,5.296688957384e-04,1.792147498283e-01,7.592221321820e-01,6.056833402624e-02,5.973442288363e+06
1.495000000000e-02,9.822126965981e+02,5.259509246085e-04,1.791259707901e-01,7.592322414313e-01,6.065138005871e-02,6.090242827648e+06
1.495625000000e-02,9.832558075879e+02,5.222427032415e-04,1.790373592364e-01,7.592423622420e-01,6.073426144503e-02,6.207506128945e+06
1.496250000000e-02,9.842966706594e+02,5.185444105270e-04,1.789489203691e-01,7.592524937059e-01,6.081697344275e-02,6.325174936185e+06
1.496875000000e-02,9.853352252710e+02,5.148562246497e-04,1.788606588858e-01,7.592626326595e-01,6.089951110451e-02,6.443191038224e+06
1.497187500000e-02,9.858536149252e+02,5.130159909394e-04,1.788165970233e-01,7.592677065855e-01,6.094071296300e-02,6.502309165619e+06
1.497500000000e-02,9.863714066814e+02,5.111783529852e-04,1.787725818661e-01,7.592727837410e-01,6.098186957671e-02,6.561491904039e+06
1.498125000000e-02,9.874051699439e+02,5.075109282851e-04,1.786846924846e-01,7.592829416578e-01,6.106404470748e-02,6.680024775389e+06
1.498750000000e-02,9.884364425621e+02,5.038541551027e-04,1.785969968233e-01,7.592931064934e-01,6.114603125430e-02,6.798725255815e+06
1.499375000000e-02,9.894651637218e+02,5.002082155212e-04,1.785095001867e-01,7.593032772905e-01,6.122782437407e-02,6.917532013378e+06
1.500000000000e-02,9.904912726177e+02,4.965732919858e-04,1.784222078935e-01,7.593134530833e-01,6.130941921088e-02,7.036383118380e+06
1.500625000000e-02,9.915147084848e+02,4.929495672070e-04,1.783351252739e-01,7.593236328977e-01,6.139081089850e-02,7.155216118659e+06
1.501250000000e-02,9.925354106300e+02,4.893372225620e-04,1.782482571207e-01,7.593338134217e-01,6.147199437434e-02,7.273968115769e+06
1.501562500000e-02,9.930447145758e+02,4.875353880577e-04,1.782049058894e-01,7.593389056416e-01,6.151250640363e-02,7.333291678222e+06
1.501875000000e-02,9.935533143614e+02,4.857364685310e-04,1.781616106858e-01,7.593439994356e-01,6.155296469130e-02,7.392571241792e+06
1.502500000000e-02,9.945683750223e+02,4.821474386816e-04,1.780751891481e-01,7.593541854340e-01,6.163371764608e-02,7.510971339904e+06
1.503125000000e-02,9.955805206315e+02,4.785703391358e-04,1.779889986746e-01,7.593643714848e-01,6.171424793492e-02,7.629099820819e+06
1.503750000000e-02,9.965896910992e+02,4.750053524483e-04,1.779030446181e-01,7.593745565799e-01,6.179455067893e-02,7.746892775509e+06
1.504375000000e-02,9.975958265659e+02,4.714526608382e-04,1.778173323284e-01,7.593847397057e-01,6.187462100466e-02,7.864286237871e+06
1.505000000000e-02,9.985988674334e+02,4.679124460853e-04,1.777318671496e-01,7.593949198437e-01,6.195445404672e-02,7.981216262959e+06
1.505625000000e-02,9.995987543971e+02,4.643848894265e-04,1.776466544177e-01,7.594050959713e-01,6.203404495051e-02,8.097619004967e+06
1.506250000000e-02,1.000595428476e+03,4.608701714514e-04,1.775616994580e-01,7.594152670618e-01,6.211338887492e-02,8.213430792793e+06
1.506875000000e-02,1.001588831044e+03,4.573684705370e-04,1.774770070154e-01,7.594254296605e-01,6.219248079643e-02,8.328588197308e+06
1.507187500000e-02,1.002084284380e+03,4.556225704342e-04,1.774347616667e-01,7.594305095327e-01,6.223193065459e-02,8.385898893802e+06
1.507500000000e-02,1.002578900018e+03,4.538799929794e-04,1.773925843560e-01,7.594355887309e-01,6.227131585722e-02,8.443022350689e+06
1.508125000000e-02,1.003565592787e+03,4.504048680540e-04,1.773084345379e-01,7.594457385504e-01,6.234988993046e-02,8.556682197616e+06
1.508750000000e-02,1.004548840606e+03,4.469432956140e-04,1.772245636310e-01,7.594558791991e-01,6.242819784841e-02,8.669499679343e+06
1.509375000000e-02,1.005528586575e+03,4.434954514421e-04,1.771409768662e-01,7.594660096394e-01,6.250623487785e-02,8.781413147871e+06
1.510000000000e-02,1.006504774299e+03,4.400615100456e-04,1.770576794475e-01,7.594761288331e-01,6.258399631519e-02,8.892361580895e+06
1.510625000000e-02,1.007477347920e+03,4.366416445527e-04,1.769746765488e-01,7.594862357420e-01,6.266147748912e-02,9.002284652547e+06
1.511250000000e-02,1.008446252144e+03,4.332360266097e-04,1.768919733120e-01,7.594963293287e-01,6.273867376324e-02,9.111122802621e+06
1.511875000000e-02,1.009411432270e+03,4.298448262779e-04,1.768095748434e-01,7.595064085564e-01,6.281558053869e-02,9.218817304159e+06
1.512500000000e-02,1.010372834219e+03,4.264682119330e-04,1.767274862115e-01,7.595164723906e-01,6.289219325670e-02,9.325310329293e+06
1.513125000000e-02,1.011330404559e+03,4.231063501640e-04,1.766457124441e-01,7.595265197986e-01,6.296850740114e-02,9.430545013229e+06
1.513750000000e-02,1.012284090533e+03,4.197594042839e-04,1.765642579411e-01,7.595365472349e-01,6.304451829223e-02,9.534465516244e+06
1.514062500000e-02,1.012759458036e+03,4.180915878157e-04,1.765236527359e-01,7.595415553014e-01,6.308240855948e-02,9.585912539503e+06
1.514375000000e-02,1.013233836961e+03,4.164275625001e-04,1.764831296372e-01,7.595465598911e-01,6.312022150856e-02,9.637010532099e+06
1.515000000000e-02,1.014179606142e+03,4.131109405039e-04,1.764023302361e-01,7.595565518743e-01,6.319561323637e-02,9.738139422180e+06
1.515625000000e-02,1.015121336998e+03,4.098097176154e-04,1.763218653506e-01,7.595665233350e-01,6.327068880223e-02,9.837793338883e+06
1.516250000000e-02,1.016058979726e+03,4.065240500287e-04,1.762417397653e-01,7.595764732604e-01,6.334544394031e-02,9.935921119392e+06
1.516875000000e-02,1.016992485323e+03,4.032540915766e-04,1.761619582081e-01,7.595864006431e-01,6.341987444193e-02,1.003247290387e+07
1.517500000000e-02,1.017921805606e+03,3.999999936407e-04,1.760825253476e-01,7.595963044822e-01,6.349397615785e-02,1.012740018405e+07
1.518125000000e-02,1.018846893237e+03,3.967619050635e-04,1.760034457911e-01,7.596061837832e-01,6.356774500047e-02,1.022065584937e+07
1.518750000000e-02,1.019767701743e+03,3.935399720624e-04,1.759247240817e-01,7.596160375588e-01,6.364117694596e-02,1.031219423054e+07
1.519375000000e-02,1.020684185535e+03,3.903343381460e-04,1.758463646960e-01,7.596258648298e-01,6.371426803641e-02,1.040197114054e+07
1.520000000000e-02,1.021596299932e+03,3.871451440327e-04,1.757683720415e-01,7.596356646248e-01,6.378701438182e-02,1.048994391305e+07
1.520625000000e-02,1.022504001175e+03,3.839725275715e-04,1.756907504550e-01,7.596454359816e-01,6.385941216208e-02,1.057607143819e+07
1.521250000000e-02,1.023407246449e+03,3.808166236657e-04,1.756135041992e-01,7.596551779470e-01,6.393145762893e-02,1.066031419558e+07
1.521875000000e-02,1.024305993899e+03,3.776775641986e-04,1.755366374616e-01,7.596648895777e-01,6.400314710773e-02,1.074263428482e+07
1.522500000000e-02,1.025200202643e+03,3.745554779622e-04,1.754601543516e-01,7.596745699407e-01,6.407447699931e-02,1.082299545309e+07
1.523125000000e-02,1.026089832796e+03,3.714504905886e-04,1.753840588987e-01,7.596842181136e-01,6.414544378166e-02,1.090136312025e+07
1.523750000000e-02,1.026974845476e+03,3.683627244838e-04,1.753083550504e-01,7.596938331854e-01,6.421604401155e-02,1.097770440107e+07
1.524375000000e-02,1.027855202823e+03,3.652922987652e-04,1.752330466703e-01,7.597034142566e-01,6.428627432611e-02,1.105198812483e+07
1.525000000000e-02,1.028730868011e+03,3.622393292009e-04,1.751581375363e-01,7.597129604398e-01,6.435613144435e-02,1.112418485226e+07
1.525625000000e-02,1.029601805259e+03,3.592039281529e-04,1.750836313384e-01,7.597224708601e-01,6.442561216856e-02,1.119426688974e+07
1.526250000000e-02,1.030467979844e+03,3.561862045229e-04,1.750095316774e-01,7.597319446558e-01,6.449471338566e-02,1.126220830085e+07
1.526875000000e-02,1.031329358111e+03,3.531862637012e-04,1.749358420631e-01,7.597413809783e-01,6.456343206850e-02,1.132798491536e+07
1.527500000000e-02,1.032185907482e+03,3.502042075187e-04,1.748625659125e-01,7.597507789926e-01,6.463176527700e-02,1.139157433556e+07
1.528125000000e-02,1.033037596464e+03,3.472401342021e-04,1.747897065486e-01,7.597601378781e-01,6.469971015932e-02,1.145295594002e+07
1.528750000000e-02,1.033884394660e+03,3.442941371502e-04,1.747172665987e-01,7.597694542185e-01,6.476726373036e-02,1.151211088487e+07
1.529062500000e-02,1.034305949366e+03,3.428279533782e-04,1.746812055813e-01,7.597740984394e-01,6.480089297002e-02,1.154084529001e+07
1.529375000000e-02,1.034726272381e+03,3.413663237014e-04,1.746452510460e-01,7.597787336909e-01,6.483442354077e-02,1.156901667301e+07
1.530000000000e-02,1.035563209160e+03,3.384567541467e-04,1.745736611250e-01,7.597879704056e-01,6.490118713053e-02,1.162366832945e+07
1.530625000000e-02,1.036395170593e+03,3.355655235434e-04,1.745025003142e-01,7.597971648564e-01,6.496755188838e-02,1.167604742082e+07
1.531250000000e-02,1.037222130720e+03,3.326927115373e-04,1.744317714463e-01,7.598063162982e-01,6.503351541762e-02,1.172614217330e+07
1.531875000000e-02,1.038044064698e+03,3.298383939685e-04,1.743614772524e-01,7.598154240020e-01,6.509907541487e-02,1.177394256041e+07
1.532500000000e-02,1.038860948811e+03,3.270026428492e-04,1.742916203614e-01,7.598244872549e-01,6.516422967056e-02,1.181944029029e+07
1.533125000000e-02,1.039672760465e+03,3.241855263445e-04,1.742222032990e-01,7.598335053606e-01,6.522897606951e-02,1.186262879060e+07
1.533750000000e-02,1.040479478193e+03,3.213871087570e-04,1.741532284870e-01,7.598424776397e-01,6.529331259128e-02,1.190350319161e+07
1.534375000000e-02,1.041281081655e+03,3.186074505135e-04,1.740846982427e-01,7.598514034298e-01,6.535723731052e-02,1.194206030708e+07
1.535000000000e-02,1.042077551635e+03,3.158466081565e-04,1.740166147782e-01,7.598602820856e-01,6.542074839727e-02,1.197829861331e+07
1.535625000000e-02,1.042868870043e+03,3.131046343370e-04,1.739489802002e-01,7.598691129792e-01,6.548384411708e-02,1.201221822638e+07
1.536250000000e-02,1.043655019909e+03,3.103815778119e-04,1.738817965094e-01,7.598778955005e-01,6.554652283118e-02,1.204382087748e+07
1.536875000000e-02,1.044435985386e+03,3.076774834439e-04,1.738150656001e-01,7.598866290568e-01,6.560878299647e-02,1.207310988675e+07
1.537500000000e-02,1.045211751740e+03,3.049923922042e-04,1.737487892602e-01,7.598953130734e-01,6.567062316550e-02,1.210009013531e+07
1.538125000000e-02,1.045982305350e+03,3.023263411788e-04,1.736829691713e-01,7.599039469937e-01,6.573204198638e-02,1.212476803588e+07
1.538750000000e-02,1.046747633701e+03,2.996793635772e-04,1.736176069079e-01,7.599125302791e-01,6.579303820258e-02,1.214715150193e+07
1.539375000000e-02,1.047507725381e+03,2.970514887444e-04,1.735527039383e-01,7.599210624091e-01,6.585361065266e-02,1.216724991546e+07
1.540000000000e-02,1.048262570071e+03,2.944427421753e-04,1.734882616241e-01,7.599295428816e-01,6.591375827000e-02,1.218507409351e+07
1.540625000000e-02,1.049012158540e+03,2.918531455325e-04,1.734242812207e-01,7.599379712127e-01,6.597348008240e-02,1.220063625348e+07
1.541250000000e-02,1.049756482639e+03,2.892827166664e-04,1.733607638776e-01,7.599463469369e-01,6.603277521161e-02,1.221394997730e+07
1.541875000000e-02,1.050495535288e+03,2.867314696378e-04,1.732977106388e-01,7.599546696071e-01,6.609164287285e-02,1.222503017469e+07
1.542500000000e-02,1.051229310473e+03,2.841994147436e-04,1.732351224428e-01,7.599629387947e-01,6.615008237422e-02,1.223389304532e+07
1.543125000000e-02,1.051957803233e+03,2.816865585446e-04,1.731730001239e-01,7.599711540892e-01,6.620809311607e-02,1.224055604025e+07
1.543750000000e-02,1.052681009650e+03,2.791929038961e-04,1.731113444119e-01,7.599793150988e-01,6.626567459030e-02,1.224503782253e+07
1.544375000000e-02,1.053398926840e+03,2.767184499804e-04,1.730501559336e-01,7.599874214499e-01,6.632282637965e-02,1.224735822716e+07
1.545000000000e-02,1.054111552943e+03,2.742631923420e-04,1.729894352129e-01,7.599954727873e-01,6.637954815683e-02,1.224753822034e+07
1.545625000000e-02,1.054818887107e+03,2.718271229249e-04,1.729291826720e-01,7.600034687738e-01,6.643583968374e-02,1.224559985832e+07
1.546250000000e-02,1.055520929483e+03,2.694102301118e-04,1.728693986321e-01,7.600114090906e-01,6.649170081053e-02,1.224156624570e+07
1.546875000000e-02,1.056217681205e+03,2.670124987660e-04,1.728100833142e-01,7.600192934370e-01,6.654713147461e-02,1.223546149339e+07
1.547500000000e-02,1.056909144383e+03,2.646339102745e-04,1.727512368405e-01,7.600271215303e-01,6.660213169971e-02,1.222731067627e+07
1.548125000000e-02,1.057595322086e+03,2.622744425932e-04,1.726928592351e-01,7.600348931054e-01,6.665670159482e-02,1.221713979059e+07
1.548750000000e-02,1.058276218332e+03,2.599340702938e-04,1.726349504247e-01,7.600426079146e-01,6.671084135299e-02,1.220497571130e+07
1.549375000000e-02,1.058951838441e+03,2.576127629364e-04,1.725775102005e-01,7.600502657347e-01,6.676455128805e-02,1.219084627958e+07
1.550000000000e-02,1.059622187168e+03,2.553104935073e-04,1.725205384221e-01,7.600578663382e-01,6.681783164503e-02,1.217477960751e+07
1.550625000000e-02,1.060287272768e+03,2.530272200376e-04,1.724640345697e-01,7.600654095510e-01,6.687068301291e-02,1.215680547014e+07
1.551250000000e-02,1.060947101428e+03,2.507629107233e-04,1.724079983579e-01,7.600728951748e-01,6.692310576008e-02,1.213695331148e+07
1.551875000000e-02,1.061601682789e+03,2.485175190042e-04,1.723524291256e-01,7.600803230634e-01,6.697510059476e-02,1.211525414408e+07
1.552500000000e-02,1.062251025877e+03,2.462910018831e-04,1.722973262854e-01,7.600876930678e-01,6.702666815265e-02,1.209173908716e+07
1.553125000000e-02,1.062895141287e+03,2.440833100734e-04,1.722426890823e-01,7.600950050676e-01,6.707780921896e-02,1.206644009358e+07
1.553750000000e-02,1.063534039001e+03,2.418943978316e-04,1.721885168340e-01,7.601022589362e-01,6.712852450644e-02,1.203938915889e+07
1.554375000000e-02,1.064167732331e+03,2.397242051815e-04,1.721348084945e-01,7.601094545990e-01,6.717881505651e-02,1.201061963991e+07
1.555000000000e-02,1.064796232515e+03,2.375726824018e-04,1.720815633923e-01,7.601165925737e-01,6.722868174524e-02,1.198016436891e+07
1.556250000000e-02,1.066037699128e+03,2.333254384305e-04,1.719764584709e-01,7.601306921676e-01,6.732714699828e-02,1.191432929686e+07
1.557500000000e-02,1.067258575107e+03,2.291521009341e-04,1.718731905226e-01,7.601445584566e-01,6.742393125192e-02,1.184216340308e+07
1.558750000000e-02,1.068458988657e+03,2.250521236626e-04,1.717717489554e-01,7.601581913660e-01,6.751904465547e-02,1.176394603505e+07
1.560000000000e-02,1.069639079056e+03,2.210249211036e-04,1.716721220054e-01,7.601715910525e-01,6.761249835713e-02,1.167996019668e+07
1.561250000000e-02,1.070798996108e+03,2.170698705593e-04,1.715742967916e-01,7.601847578965e-01,6.770430445527e-02,1.159049142429e+07
1.562500000000e-02,1.071938899590e+03,2.131863142390e-04,1.714782593724e-01,7.601976924926e-01,6.779447594916e-02,1.149582671072e+07
1.563750000000e-02,1.073058958699e+03,2.093735613574e-04,1.713839948013e-01,7.602103956413e-01,6.788302668953e-02,1.139625348142e+07
1.565000000000e-02,1.074159351503e+03,2.056308902313e-04,1.712914871843e-01,7.602228683394e-01,6.796997132907e-02,1.129205862581e+07
1.566250000000e-02,1.075240264394e+03,2.019575503660e-04,1.712007197366e-01,7.602351117712e-01,6.805532527309e-02,1.118352758620e+07
1.567500000000e-02,1.076301891545e+03,1.983527645260e-04,1.711116748393e-01,7.602471272985e-01,6.813910463045e-02,1.107094350604e+07
1.568750000000e-02,1.077344434378e+03,1.948157307802e-04,1.710243340959e-01,7.602589164521e-01,6.822132616505e-02,1.095458643838e+07
